conversion_certificate,deed_from_previous_owner,electricity_connection,electricity_connection_detail,encumberence_certificate,is_the_plot_free_of_any_legal_issues,revenue_document,road_available,road_available_detail,sewage_connection,sewage_connection_detail,title_deed,title_deed_detail,water_connection,water_connection_detail,amenities,boundary,construction,dimensions,fig_count,floor,location,open_sides,price,price_available,price_per_sqft,transaction,type,garden_park,main_road,pool,width_road,area
,,,,,,,,,,,,,,,,No,No,,0,3,Gobindapur,2.0,35.0,1,479.0,New Property,Residential Land / Plot,0,0,0,5.0,7300.0
,,,,,,,,,,,,,,,,Yes,No,53.7 X 80.5,0,4,"Hazra, Kalighat",2.0,,0,,New Property,Residential Land / Plot,0,1,0,10.0,4320.0
,,,,,,,,,,,,,,,"Power Back Up, Rain Water Harvesting, Club House, Gymnasium, Reserved Parking, Security",No,Yes,45 X 40,12,,Joka,1.0,6.3,1,347.0,New Property,Residential Land / Plot,1,1,0,25.0,1800.0
,,,,,,,,,,,,,,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Gymnasium, Reserved Parking",Yes,Yes,45 X 32,7,2,Joka,2.0,4.0,1,278.0,New Property,Residential Land / Plot,1,1,0,7.0,1440.0
,,,,,,,,,,,,,,,,No,No,,0,,Barasat,2.0,21.0,1,1458.0,Resale,Residential Land / Plot,0,0,0,3.0,1440.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,Yes,Yes,Pucca Road,Yes,Underground,Yes,Sale Deed,Yes,Water Board,,Yes,Yes,,4,3,Purba Putiary,1.0,60.0,1,2778.0,Resale,Residential Land / Plot,0,1,0,16.0,2160.0
,,,,,,,,,,,,,,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Gymnasium, Reserved Parking",Yes,Yes,45 X 40,11,3,Joka,2.0,5.0,1,278.0,New Property,Residential Land / Plot,1,1,0,7.0,1800.0
,,,,,,,,,,,,,,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Gymnasium, Reserved Parking",Yes,Yes,48 X 45,7,3,Joka,2.0,6.0,1,278.0,New Property,Residential Land / Plot,1,1,0,7.0,2160.0
,,,,,,,,,,,,,,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Gymnasium, Reserved Parking",Yes,Yes,60 X 48,9,4,Joka,2.0,8.0,1,278.0,New Property,Residential Land / Plot,1,1,0,7.0,2880.0
,,,,,,,,,,,,,,,,No,No,,1,,CC Block Newtown,,,0,,New Property,Residential Land / Plot,0,1,0,,1615.0
,,,,,,,,,,,,,,,,No,No,46 X 67,0,Congo,Umakanta Sen Lane,2.0,,0,,Resale,Residential Land / Plot,0,1,0,7.0,2144.0
Yes,Yes,No,,Yes,Yes,,Yes,Pucca Road,No,,Yes,Sale Deed,No,,,No,No,,0,5,Debinagar,2.0,10.0,1,549.0,Resale,Residential Land / Plot,0,0,0,16.0,1823.0
,,,,,,,,,,,,,,,,Yes,No,1852 X 1395,1,,Joka,2.0,80.0,1,1111.0,Resale,Residential Land / Plot,0,0,0,5.0,7201.0
,,,,,,,,,,,,,,,,Yes,No,,0,4,Joka,,,0,,Resale,Residential Land / Plot,0,0,0,,1037000.0
,,,,,,,,,,,,,,,,Yes,Yes,80.5 X 26.8,0,3,Ballygunge,3.0,,0,,Resale,Residential Land / Plot,0,1,0,15.0,2160.0
,,,,,,,,,,,,,,,,No,No,,1,3,Baruipur,3.0,20.0,1,1389.0,Resale,Residential Land / Plot,0,0,0,10.0,1440.0
,,,,,,,,,,,,,,,,No,No,,0,,Andul Road,2.0,22.0,1,1760.0,Resale,Residential Land / Plot,1,1,0,2.0,1250.0
,,,,,,,,,,,,,,,,No,No,,0,Congo,Shyamnagar,1.0,,0,,Resale,Residential Land / Plot,0,0,0,4.0,2.0
,,,,,,,,,,,,,,,,No,No,,3,,Ghosh Para Howrah,4.0,,0,,New Property,Residential Land / Plot,0,1,0,10.0,25200.0
,,,,,,,,,,,,,,,,Yes,No,,0,1,Subhasgram,,22.0,1,808.0,Resale,Residential Land / Plot,0,0,0,,2722.0
Yes,Yes,No,,Yes,Yes,,Yes,Pucca Road,Yes,Open,Yes,Other,No,,,Yes,No,,0,,Chinsurah RS,2.0,30.0,1,1389.0,Resale,Residential Land / Plot,0,0,0,3.0,2160.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,,Bansdroni,,30.0,1,521.0,Resale,Residential Land / Plot,0,0,0,,5760.0
Yes,Yes,Yes,,Yes,No,,Yes,Pucca Road,Yes,Open,Yes,Sale Deed,Yes,,,No,No,,3,Congo,Bisharpara,1.0,29.0,1,2014.0,Resale,Residential Land / Plot,0,0,0,10.0,1440.0
Yes,Yes,No,,Yes,Yes,,No,,Yes,Open,Yes,Sale Deed,Yes,Borewell,,Yes,No,,0,,Barrackpore,,,0,,Resale,Residential Land / Plot,0,0,0,,2100.0
Yes,Yes,No,,No,Yes,,Yes,Pucca Road,No,,Yes,Will Deed,No,,,No,No,,0,4,Dharmatala Pachuria,2.0,,0,,Resale,Residential Land / Plot,0,0,0,4.0,360.0
Yes,Yes,Yes,Electricity Board,No,Yes,Yes,Yes,On Highway,Yes,Underground,Yes,Sale Deed,Yes,Water Board,,No,No,215 X 188,8,20,Jessore Road,4.0,300.0,1,2778.0,Resale,Residential Land / Plot,1,1,0,50.0,10800.0
,,,,,,,,,,,,,,,,Yes,Yes,18 X 40,1,3,"Amtala, Diamond Harbour Road",2.0,4.8,1,667.0,New Property,Residential Land / Plot,0,1,0,10.0,720.0
,,,,,,,,,,,,,,,,No,No,,0,4,New Town Road,1.0,,0,,Resale,Residential Land / Plot,0,1,0,13.0,2153.0
,,,,,,,,,,,,,,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Gymnasium, Reserved Parking",Yes,Yes,62 X 60,10,4,Joka,2.0,10.3,1,277.0,New Property,Residential Land / Plot,1,0,0,7.0,3720.0
,,,,,,,,,,,,,,,,No,No,,0,Congo,Sodepur,4.0,55.0,1,1708.0,Resale,Residential Land / Plot,0,0,0,14.0,3220.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,1,"Jadubabur Bazar, Bhawanipur",,,0,,Resale,Residential Land / Plot,0,0,0,,2880.0
,,,,,,,,,,,,,,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Gymnasium, Reserved Parking",Yes,Yes,48 X 46,10,3,Joka,2.0,6.1,1,277.0,New Property,Residential Land / Plot,1,0,0,7.0,2208.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,5,Belur,,103.0,1,3200.0,Resale,Residential Land / Plot,0,0,0,,3240.0
,,,,,,,,,,,,,,,,Yes,No,,0,1,Bansdroni,,80.0,1,3704.0,Resale,Residential Land / Plot,0,0,0,,2160.0
,,,,,,,,,,,,,,,,No,No,,0,,Narendrapur Rajpur Sonarpur,,70.0,1,1944.0,Resale,Residential Land / Plot,0,1,0,,3600.0
Yes,Yes,Yes,Electricity Board,No,Yes,Yes,Yes,Pucca Road,Yes,Underground,Yes,Sale Deed,Yes,Borewell,,Yes,Yes,137 X 37,0,2,Chakraborty Para,2.0,110.00000000000001,1,2170.0,Resale,Residential Land / Plot,0,1,0,13.0,5069.0
,,,,,,,,,,,,,,,,No,No,50 X 32,0,,Andul,2.0,26.0,1,1625.0,Resale,Residential Land / Plot,0,0,0,2.0,1600.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,Underground,Yes,Conveyance Deed,Yes,Water Board,,No,No,,0,,Bramhapur,4.0,,0,,Resale,Residential Land / Plot,0,0,0,6.0,2074.0
,,,,,,,,,,,,,,,"Club House, Swimming Pool, Gymnasium, Reserved Parking, Security, Water Storage",Yes,Yes,48 X 45,6,3,Joka,2.0,6.9,1,319.0,New Property,Residential Land / Plot,1,1,0,7.0,2160.0
Yes,No,Yes,,Yes,Yes,Yes,Yes,,Yes,,Yes,Sale Deed,Yes,,,No,No,,0,4,Dankuni,2.0,27.0,1,1467.0,Resale,Residential Land / Plot,0,0,0,8.0,1840.0
,,,,,,,,,,,,,,,"Rain Water Harvesting, Park, Security, Vaastu Compliant, Waste Disposal, Kids Play Area",Yes,Yes,40.28 X 36,15,3,Action Area 3,2.0,20.0,1,1379.0,New Property,Residential Land / Plot,1,1,0,42.0,1450.0
,,,,,,,,,,,,,,,"Club House, Swimming Pool, Gymnasium, Reserved Parking, Security, Water Storage",Yes,Yes,60 X 60,6,4,Joka,2.0,11.5,1,319.0,New Property,Residential Land / Plot,1,1,0,7.0,3600.0
,,,,,,,,,,,,,,,,Yes,No,,0,2,Birati,,40.0,1,3279.0,Resale,Residential Land / Plot,0,0,0,,1220.0
,,,,,,,,,,,,,,,,No,No,,0,5,Wellington,,,0,,Resale,Residential Land / Plot,0,0,0,,5040.0
,,,,,,,,,,,,,,,,Yes,No,53.7 X 53.7,0,1,Joka,3.0,,0,,New Property,Residential Land / Plot,0,1,0,40.0,2880.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,2,Tollygunge,4.0,,0,,Resale,Residential Land / Plot,0,1,0,50.0,12240.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,4,New Town,4.0,26.0,1,1806.0,Resale,Residential Land / Plot,0,1,0,8.0,1440.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,Yes,Yes,Pucca Road,No,,Yes,Sale Deed,No,,,No,Yes,424.98 X 72.85,4,4,Thakurpukur Bibirhat Bakhrahat Raipur Road,2.0,,0,,Resale,Residential Land / Plot,0,1,0,6.0,30960.0
,,,,,,,,,,,,,,,,Yes,No,,0,4,Bangaon,,112.00000000000001,1,1944.0,Resale,Residential Land / Plot,0,0,0,,5761.0
,,,,,,,,,,,,,,,"Power Back Up, Rain Water Harvesting, Club House, Gymnasium, Reserved Parking, Security",No,No,40 X 36,18,,Joka,2.0,3.5,1,485.0,New Property,Residential Land / Plot,1,1,0,25.0,720.0
Yes,Yes,Yes,,Yes,Yes,,Yes,,Yes,,Yes,Sale Deed,Yes,,,No,No,,4,4,Action Area 3,3.0,,0,,Resale,Residential Land / Plot,0,0,0,20.0,3600.0
,,,,,,,,,,,,,,,"Lift, Reserved Parking, Security, Water Storage, Vaastu Compliant, Intercom Facility",No,No,24 X 30,14,Congo,Joka,1.0,2.5,1,340.0,New Property,Residential Land / Plot,1,1,0,25.0,720.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,6,Barasat,,,0,,Resale,Residential Land / Plot,0,0,0,,1490.0
,,,,,,,,,,,,,,,,Yes,Yes,50 X 72,7,3,Joka,2.0,11.0,1,306.0,New Property,Residential Land / Plot,0,0,0,8.0,3600.0
,,,,,,,,,,,,,,,,No,No,,0,1,Action Area 2,1.0,,0,,Resale,Residential Land / Plot,0,0,0,10.0,3229.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,Underground,Yes,Conveyance Deed,Yes,Borewell,,Yes,No,40 X 36,0,Congo,Barasat,1.0,8.5,1,590.0,Resale,Residential Land / Plot,0,0,0,20.0,1440.0
No,Yes,Yes,Electricity Board,Yes,Yes,,Yes,On Highway,Yes,Underground,Yes,Sale Deed,Yes,Water Board,,No,No,,3,,New Alipore,1.0,,0,,Resale,Residential Land / Plot,1,0,0,5.0,22500.0
,,,,,,,,,,,,,,,,No,No,40 X 27,1,Congo,Action Area 3,2.0,16.4,1,1522.0,New Property,Residential Land / Plot,1,1,0,10.0,1080.0
,,,,,,,,,,,,,,,,No,No,45 X 31.11,3,Congo,Rajarhat,2.0,21.0,1,1500.0,New Property,Residential Land / Plot,1,1,0,50.0,1400.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,Yes,Yes,Pucca Road,Yes,Underground,Yes,Will Deed,Yes,Water Board,,No,No,,1,,Bauria Howrah,,,0,,Resale,Residential Land / Plot,0,0,0,,2160.0
,,,,,,,,,,,,,,,,Yes,No,,0,5,Basirhat,2.0,15.0,1,1042.0,Resale,Residential Land / Plot,0,0,0,5.0,1440.0
,,,,,,,,,,,,,,,,No,No,26.8 X 134,5,4,Sodepur,1.0,35.0,1,972.0,Resale,Residential Land / Plot,0,1,0,30.0,3600.0
,,,,,,,,,,,,,,,,No,No,24 X 30.83,12,,Joka,2.0,2.5,1,338.0,New Property,Residential Land / Plot,1,1,0,20.0,740.0
,,,,,,,,,,,,,,,,No,No,45 X 32.09,8,Congo,Joka,1.0,5.0,1,346.0,New Property,Residential Land / Plot,1,1,0,25.0,1444.0
,,,,,,,,,,,,,,,,Yes,No,,5,6,Ballygunge,2.0,,0,,Resale,Residential Land / Plot,1,1,1,20.0,21600.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,4,Howrah,1.0,26.0,1,1337.0,Resale,Residential Land / Plot,0,0,0,10.0,1440.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,4,Sonarpur,1.0,134.0,1,930.0,New Property,Residential Land / Plot,0,1,0,20.0,14400.0
,,,,,,,,,,,,,,,,Yes,Yes,,1,3,Sonarpur,1.0,30.0,1,1667.0,New Property,Residential Land / Plot,0,0,0,4.0,1800.0
,,,,,,,,,,,,,,,"Power Back Up, Security, Vaastu Compliant, CCTV Camera, Kids play area",No,No,,6,,New Town,,10.3,1,1424.0,New Property,Residential Land / Plot,0,0,0,,720.0
,,,,,,,,,,,,,,,"Power Back Up, Security, Vaastu Compliant, CCTV Camera, Kids play area",No,No,,6,,New Town,,12.8,1,1181.0,New Property,Residential Land / Plot,0,0,0,,1080.0
,,,,,,,,,,,,,,,,No,Yes,,0,10,Santragachi,4.0,1000.0,1,3472.0,Resale,Residential Land / Plot,0,1,0,20.0,28800.0
,,,,,,,,,,,,,,,,No,No,,2,,Swiss Park,,,0,,Resale,Residential Land / Plot,0,1,0,,63.0
,,,,,,,,,,,,,,,,No,No,,0,3,Taki Road,2.0,,0,,Resale,Residential Land / Plot,0,0,0,10.0,2160.0
,,,,,,,,,,,,,,,,No,No,150 X 150.6,0,5,Barrackpore,4.0,100.0,1,443.0,Resale,Residential Land / Plot,0,1,0,7.0,22590.0
,,,,,,,,,,,,,,,,Yes,No,,6,,Baruipur,1.0,,0,,Resale,Residential Land / Plot,0,0,0,10.0,2160.0
,,,,,,,,,,,,,,,,Yes,No,76 X 56,0,5,Sonarpur,2.0,90.0,1,2115.0,Resale,Residential Land / Plot,0,0,0,9144.0,4256.0
,,,,,,,,,,,,,,,,No,No,,0,3,Sonarpur,,30.0,1,595.0,Resale,Residential Land / Plot,0,0,0,,5040.0
,,,,,,,,,,,,,,,"Gymnasium, Park, Banquet Hall, Kids Play Area",Yes,Yes,42 X 45.24,2,5,New Town,2.0,22.3,1,1171.0,New Property,Residential Land / Plot,1,1,0,30.0,1900.0
,,,,,,,,,,,,,,,,No,No,,0,2,Behala,,,0,,Resale,Residential Land / Plot,0,0,0,,3800.0
,,,,,,,,,,,,,,,,No,No,82 X 105.37,2,3,Sonarpur,1.0,48.0,1,556.0,New Property,Residential Land / Plot,0,1,0,4.0,8640.0
,,,,,,,,,,,,,,,,No,No,45 X 40,12,,"Diamond Park, Joka",1.0,4.4,1,244.0,New Property,Residential Land / Plot,1,1,0,25.0,1800.0
,,,,,,,,,,,,,,,,No,No,45 X 48,15,,"Diamond Park, Joka",1.0,5.2,1,241.0,New Property,Residential Land / Plot,1,1,0,25.0,2160.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,Open,Yes,Sale Deed,Yes,Water Board,,No,No,,0,2,Joth Shibrampur,2.0,,0,,Resale,Residential Land / Plot,0,0,0,3.0,945.0
,,,,,,,,,,,,,,,,No,No,,0,,Baruipur,,,0,,Resale,Residential Land / Plot,0,0,0,,34560.0
,,,,,,,,,,,,,,,,No,No,50 X 90,0,4,Sonarpur,1.0,24.0,1,533.0,New Property,Residential Land / Plot,0,1,0,50.0,4500.0
,,,,,,,,,,,,,,,,Yes,Yes,40 X 36,1,5,Rajarhat,2.0,22.5,1,1562.0,New Property,Residential Land / Plot,1,0,0,40.0,1440.0
,,,,,,,,,,,,,,,,No,No,45 X 24,5,,"Amtala, Diamond Harbour Road",1.0,6.0,1,556.0,New Property,Residential Land / Plot,1,0,0,5.0,1080.0
,,,,,,,,,,,,,,,,No,No,,0,4,New Town,,30.0,1,2083.0,Resale,Residential Land / Plot,0,0,0,,1440.0
Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,,Yes,Sale Deed,Yes,,,Yes,No,2.68 X 1073,2,4,"H B Town, Sodepur",2.0,80.0,1,2778.0,Resale,Residential Land / Plot,0,0,0,5.0,2880.0
,,,,,,,,,,,,,,,,Yes,Yes,,6,1,Rampur,,,0,,Resale,Residential Land / Plot,0,0,0,,1500.0
,,,,,,,,,,,,,,,,Yes,No,,0,3,Garia,,120.0,1,1852.0,Resale,Residential Land / Plot,0,0,0,,6481.0
,,,,,,,,,,,,,,,,Yes,Yes,18 X 40,1,3,Rajarhat,2.0,12.0,1,1667.0,New Property,Residential Land / Plot,0,1,0,6.0,720.0
,,,,,,,,,,,,,,,,No,No,45 X 32,7,,"Amtala, Diamond Harbour Road",1.0,8.0,1,556.0,New Property,Residential Land / Plot,1,0,0,5.0,1440.0
,,,,,,,,,,,,,,,"Power Back Up, Lift, Rain Water Harvesting, Swimming Pool, Gymnasium, Reserved Parking",No,Yes,171 X 114,15,4,Action Area 3,4.0,8.5,1,131.0,New Property,Residential Land / Plot,1,1,0,25.0,6480.0
Yes,Yes,Yes,Electricity Board,Yes,No,,Yes,On Highway,Yes,Open,Yes,Other,Yes,Borewell,,No,No,,3,Congo,Chakdaha,1.0,12.0,1,800.0,Resale,Residential Land / Plot,0,0,0,6.0,1500.0
,,,,,,,,,,,,,,,,No,No,35 X 61.71,2,3,Sonarpur,1.0,4.5,1,208.0,New Property,Residential Land / Plot,0,0,0,25.0,2160.0
,,,,,,,,,,,,,,,,No,No,,0,2,S S Twp Sarsuna,3.0,70.0,1,353.0,Resale,Residential Land / Plot,0,0,0,10.0,19850.0
Yes,No,No,,Yes,Yes,,No,,No,,No,,No,,,No,No,,1,,Bishnupur,2.0,,0,,Resale,Residential Land / Plot,0,0,0,25.0,12960.0
,,,,,,,,,,,,,,,,No,No,40 X 36,1,3,Sonarpur,1.0,4.1,1,285.0,New Property,Residential Land / Plot,0,1,0,3.0,1440.0
,,,,,,,,,,,,,,,,No,No,35 X 50,0,3,Sonarpur,1.0,8.5,1,486.0,New Property,Residential Land / Plot,0,0,0,6.0,1750.0
,,,,,,,,,,,,,,,,Yes,Yes,30 X 216,2,4,Sonarpur,1.0,63.0,1,972.0,New Property,Residential Land / Plot,0,0,0,33.0,6480.0
,,,,,,,,,,,,,,,,Yes,Yes,161 X 139,7,3,"Narayanpur, Gopalpur Gram",4.0,300.0,1,1344.0,Resale,Residential Land / Plot,0,1,0,10.0,22320.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,Yes,Yes,Pucca Road,Yes,Underground,Yes,Conveyance Deed,Yes,Water Board,,Yes,No,1 X 2162,1,1,Action Area 3,1.0,100.0,1,4625.0,Resale,Residential Land / Plot,0,0,0,1.0,2162.0
,,,,,,,,,,,,,,,"Power Back Up, Lift, Club House, Swimming Pool, Gymnasium, Reserved Parking",Yes,Yes,45 X 40,2,3,Rajarhat,1.0,25.0,1,1389.0,New Property,Residential Land / Plot,0,1,0,5.0,1800.0
,,,,,,,,,,,,,,,,Yes,Yes,43 X 42,0,4,Chak Garia,2.0,65.0,1,3599.0,Resale,Residential Land / Plot,0,1,0,7.0,1806.0
,,,,,,,,,,,,,,,,Yes,No,,0,4,Behala,,100.0,1,4629.0,Resale,Residential Land / Plot,0,0,0,,2160.0
,,,,,,,,,,,,,,,,No,No,45 X 32,6,4,"Amtala, Diamond Harbour Road",2.0,10.0,1,694.0,New Property,Residential Land / Plot,1,0,0,5.0,1440.0
Yes,Yes,No,,Yes,Yes,,Yes,Mud Road,No,,Yes,Sale Deed,No,,,No,No,,0,5,Rajpur Sonarpur,3.0,1200.0,1,1115.0,Resale,Residential Land / Plot,0,0,0,10.0,57600.0
,,,,,,,,,,,,,,,,No,No,,0,3,Duttapukur,,,0,,Resale,Residential Land / Plot,0,0,0,,28800.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,Underground,Yes,Sale Deed,Yes,Borewell,,No,No,63 X 30,0,Congo,Narendrapur Rajpur Sonarpur,1.0,28.0,1,1400.0,Resale,Residential Land / Plot,0,0,0,12.0,2000.0
,,,,,,,,,,,,,,,,Yes,No,,0,4,Khardaha,,22.0,1,1528.0,Resale,Residential Land / Plot,0,0,0,,1440.0
,,,,,,,,,,,,,,,,No,No,,0,5,Habra,,50.0,1,1389.0,Resale,Residential Land / Plot,0,0,0,,3600.0
,,,,,,,,,,,,,,,,Yes,No,,0,5,Barasat,,,0,,Resale,Residential Land / Plot,0,0,0,,14400.0
,,,,,,,,,,,,,,,,Yes,No,,2,5,Sarat Bose Road,1.0,,0,,Resale,Residential Land / Plot,0,0,0,20.0,2880.0
,,,,,,,,,,,,,,,,No,No,,0,,Bakkhali,,40.0,1,2939.0,Resale,Residential Land / Plot,0,0,0,,1361.0
,,,,,,,,,,,,,,,"Power Back Up, Club House, Swimming Pool, Gymnasium, Security, Visitor Parking",No,Yes,24 X 30,17,,Joka,1.0,2.4,1,333.0,New Property,Residential Land / Plot,1,1,0,720.0,720.0
,,,,,,,,,,,,,,,,No,No,,0,3,Joka,2.0,3.6,1,250.0,Resale,Residential Land / Plot,0,0,0,10.0,1440.0
,,,,,,,,,,,,,,,,Yes,No,53.7 X 53.7,4,1,Sodepur,2.0,34.0,1,2361.0,Resale,Residential Land / Plot,0,0,0,6.0,1440.0
,,,,,,,,,,,,,,,,Yes,No,,0,2,Baghajatin Colony,1.0,80.0,1,3902.0,New Property,Residential Land / Plot,0,0,0,6.0,2050.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,On Highway,Yes,Underground,Yes,Other,Yes,Water Board,,No,No,,7,,Joka,1.0,1.6,1,111.0,Resale,Residential Land / Plot,0,0,0,7.0,1440.0
,,,,,,,,,,,,,,,,No,No,,0,,Sarsuna,,10.0,1,1435.0,Resale,Residential Land / Plot,0,0,0,,697.0
,,,,,,,,,,,,,,,,No,No,24 X 30.83,4,,Joka,1.0,2.7,1,365.0,New Property,Residential Land / Plot,1,1,0,25.0,740.0
,,,,,,,,,,,,,,,,No,No,,0,1,Hooghly,,32.0,1,735.0,Resale,Residential Land / Plot,0,0,0,,4355.0
,,,,,,,,,,,,,,,,Yes,No,,1,,Rajarhat Main Road,,250.0,1,2870.0,Resale,Residential Land / Plot,0,0,0,,8712.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,Yes,Yes,Pucca Road,Yes,Underground,Yes,Gift Deed,Yes,Water Board,,Yes,No,,4,3,Shyamnagar,2.0,,0,,Resale,Residential Land / Plot,0,0,0,2.0,
,,,,,,,,,,,,,,,,No,No,,1,,Hatiara,2.0,22.0,1,1158.0,Resale,Residential Land / Plot,0,0,0,10.0,1900.0
,,,,,,,,,,,,,,,,No,No,,6,,Dankuni,,,0,,Resale,Residential Land / Plot,0,0,0,,22.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,Yes,Yes,Pucca Road,Yes,Underground,Yes,Other,Yes,Water Board,,Yes,No,86 X 50.23,3,4,Pratapgarh Birati,1.0,90.0,1,2083.0,Resale,Residential Land / Plot,1,0,0,12.0,4320.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,5,Gariahat,3.0,,0,,Resale,Residential Land / Plot,1,1,0,15.0,3600.0
,,,,,,,,,,,,,,,,No,No,663 X 295,3,1,Rajarhat,1.0,60.0,1,2778.0,Resale,Residential Land / Plot,0,1,0,2.0,2160.0
,,,,,,,,,,,,,,,,No,No,,0,1,Behala Chowrasta,2.0,,0,,Resale,Residential Land / Plot,0,0,0,10.0,2160.0
,,,,,,,,,,,,,,,,Yes,No,,3,5,Chakdaha,,80.0,1,2778.0,Resale,Residential Land / Plot,0,0,0,,2880.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,Underground,Yes,,Yes,Borewell,"Rain Water Harvesting, Park, Security, Water Storage",No,No,,1,Congo,Thakurpukur,1.0,1.2,1,1200.0,Resale,Residential Land / Plot,0,0,0,6.0,100.0
,,,,,,,,,,,,,,,,No,No,,0,3,Rajpur,,17.5,1,1215.0,Resale,Residential Land / Plot,0,0,0,,1440.0
,,,,,,,,,,,,,,,"Power Back Up, Rain Water Harvesting, Club House, Gymnasium, Reserved Parking, Security",No,No,45 X 48,8,,Joka,1.0,10.5,1,486.0,New Property,Residential Land / Plot,1,1,0,18.0,2160.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,,Gopalpur,,,0,,Resale,Residential Land / Plot,0,0,0,,3000.0
,,,,,,,,,,,,,,,,No,No,,0,3,"Kudghat, Ashok Nagar",,30.0,1,1562.0,Resale,Residential Land / Plot,0,0,0,,1920.0
,,,,,,,,,,,,,,,,No,No,30 X 24,5,4,"Amtala, Diamond Harbour Road",2.0,5.5,1,764.0,New Property,Residential Land / Plot,1,1,0,5.0,720.0
,,,,,,,,,,,,,,,"Power Back Up, Rain Water Harvesting, Club House, Gymnasium, Reserved Parking, Security",No,No,45 X 64,19,Congo,Joka,1.0,8.8,1,306.0,New Property,Residential Land / Plot,1,1,0,25.0,2880.0
,,,,,,,,,,,,,,,,No,No,50 X 43.2,1,4,Sonarpur,1.0,9.0,1,417.0,New Property,Residential Land / Plot,0,1,0,5.0,2160.0
,,,,,,,,,,,,,,,,Yes,No,,0,5,Madhyamgram,,46.0,1,1769.0,Resale,Residential Land / Plot,0,0,0,,2600.0
,,,,,,,,,,,,,,,,No,No,30 X 24,6,4,"Amtala, Diamond Harbour Road",1.0,5.0,1,694.0,New Property,Residential Land / Plot,1,0,0,5.0,720.0
,,,,,,,,,,,,,,,,No,No,,0,3,Hooghly,,35.0,1,1556.0,Resale,Residential Land / Plot,0,0,0,,2250.0
,,,,,,,,,,,,,,,,No,No,,0,Congo,Ariadaha,1.0,62.0,1,2460.0,Resale,Residential Land / Plot,0,0,0,10.0,2520.0
,,,,,,,,,,,,,,,,No,No,45 X 32,15,,Joka,1.0,4.8,1,330.0,New Property,Residential Land / Plot,1,1,0,20.0,1440.0
,,,,,,,,,,,,,,,,No,No,,0,Congo,Hiland Park,2.0,35.0,1,972.0,Resale,Residential Land / Plot,0,1,0,7.0,3600.0
,,,,,,,,,,,,,,,,No,No,24 X 30,6,,Joka,2.0,3.3,1,451.0,New Property,Residential Land / Plot,1,1,0,20.0,721.0
,,,,,,,,,,,,,,,,Yes,No,18 X 40,1,3,Action Area 3,2.0,12.0,1,1667.0,New Property,Residential Land / Plot,0,0,0,10.0,720.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,3,Action Area 3,2.0,12.5,1,1736.0,Resale,Residential Land / Plot,0,0,0,10.0,720.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,4,"Haridevpur, Paschim Putiary",1.0,220.00000000000003,1,3819.0,Resale,Residential Land / Plot,0,0,0,5.0,5761.0
,,,,,,,,,,,,,,,,No,No,,0,,Pailan,,12.0,1,556.0,Resale,Residential Land / Plot,0,0,0,,2160.0
,,,,,,,,,,,,,,,,No,No,,0,3,"Golf Green, Jadavpur",,,0,,Resale,Residential Land / Plot,0,0,0,,108900.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,Open,Yes,Conveyance Deed,Yes,Water Board,,Yes,No,,0,,Madhyamgram,,36.0,1,1667.0,Resale,Residential Land / Plot,0,0,0,,2160.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,,Pailan,,84.0,1,972.0,Resale,Residential Land / Plot,0,0,0,,8640.0
